22, 19258146600, 6.575656e+05, 1024
25, 16853271552, 6.575656e+05, 1024
24, 24283238400, 6.575656e+05, 1024
21, 8.785714e+09, 6.575656e+05, 1024
30, 5914047488, 6.575656e+05, 1024
55, 18443821440, 5.655296e+05, 1024
45, 16659671040, 5.655296e+05, 1024
39, 22968274944, 5.655296e+05, 1024
39, 8693544960, 5.655296e+05, 1024
39, 5920444416, 5.655296e+05, 1024
88, 18396062850, 4.734935e+05, 1024
80, 16806416640, 4.734935e+05, 1024
78, 23343937536, 4.734935e+05, 1024
78, 8827121664, 4.734935e+05, 1024
78, 5815715840, 4.734935e+05, 1024
110, 18497464920, 3.814575e+05, 1024
70, 1.711296e+10, 4.403358e+05, 512
117, 23235901440, 3.814575e+05, 1024
117, 8890002432, 3.814575e+05, 1024
117, 5857738752, 3.814575e+05, 1024
154, 18528437400, 3.630193e+05, 512
135, 17183831040, 2.894215e+05, 1024
156, 23676542976, 2.894215e+05, 1024
156, 8871856128, 2.894215e+05, 1024
156, 6013886464, 2.894215e+05, 1024
165, 19004960480, 1.973855e+05, 1024
135, 17709143040, 1.973855e+05, 1024
156, 24053944320, 1.973855e+05, 1024
156, 9206384640, 1.973855e+05, 1024
156, 6138855424, 1.973855e+05, 1024
220, 19264579620, 2.727733e+05, 256
135, 17935641600, 1.053494e+05, 1024
195, 24113055744, 2.083864e+05, 512
195, 10080844800, 1.053494e+05, 1024
195, 6083997696, 2.083864e+05, 512
220, 19704657720, 1.310700e+05, 512
180, 18313735680, 1.310700e+05, 512
234, 25050574848, 1.310700e+05, 512
234, 9693702144, 1.310700e+05, 512
234, 6412292096, 1.310700e+05, 512
275, 19914987840, 1.365366e+05, 256
270, 18365890560, 1.365366e+05, 256
234, 26751713280, 1.365366e+05, 256
273, 10404765696, 5.375353e+04, 512
273, 6936510464, 5.375353e+04, 512
